Respondent,FixID,Fixation X,Fixation Y,Fixation Start,Fixation End,Fixation Duration,Fixation Dispersion,SacID,Saccade Start,Saccade End,Saccade Duration,Saccade Amplitude,Saccade Peak Velocity,Saccade Peak Acceleration,Saccade Peak Deceleration,Saccade Direction,Paragraph1,Paragraph2,Paragraph3,Paragraph4,Paragraph5,Paragraph6,Text_Area,SubFigure1,SubFigure2,SubFigure3,Figure,Formula,Timestamp
Anonymous 17-11-22 21h53m,,,,,,,,595.0,193584.8809,193609.9341,25.0532,1.579,94.3573,7796.0772,-7355.2156,357.7543,0,0,0,1,0,0,1,0,0,0,0,0,193589.0512
Anonymous 17-11-22 21h53m,483.0,894.1285,465.5995,193609.9341,193818.1913,208.2572,0.2995,,,,,,,,,,0,0,0,1,0,0,1,0,0,0,0,0,193614.1153
Anonymous 17-11-22 21h53m,,,,,,,,596.0,193818.1913,193834.8795,16.6881,0.5089,50.3598,3928.793,-1601.7685,14.0362,0,0,0,1,0,0,1,0,0,0,0,0,193822.3658
Anonymous 17-11-22 21h53m,484.0,939.7055,454.7358,193834.8795,193984.8397,149.9602,0.2322,,,,,,,,,,0,0,0,1,0,0,1,0,0,0,0,0,193839.0894
Anonymous 17-11-22 21h53m,,,,,,,,597.0,193984.8397,194001.4867,16.647,0.7171,65.8191,4244.8447,,338.9625,0,0,0,1,0,0,1,0,0,0,0,0,193989.0179
Anonymous 17-11-22 21h53m,485.0,977.058,457.4255,194001.4867,194759.7662,758.2795,0.2425,,,,,,,,,,0,0,0,1,0,0,1,0,0,0,0,0,194005.6521
Anonymous 17-11-22 21h53m,,,,,,,,598.0,194759.7662,194801.4384,41.6722,6.6231,340.5608,19934.5888,-18365.5408,178.4926,0,0,0,1,0,0,1,0,0,0,0,0,194763.9617
Anonymous 17-11-22 21h53m,486.0,635.0278,479.7601,194801.4384,195084.7255,283.2871,0.2767,,,,,,,,,,0,0,0,1,0,0,1,0,0,0,0,0,194805.6106
Anonymous 17-11-22 21h53m,,,,,,,,599.0,195084.7255,195109.7182,24.9927,1.0017,59.6104,3896.6149,-3373.5632,10.042,0,0,0,1,0,0,1,0,0,0,0,0,195088.9172
Anonymous 17-11-22 21h53m,487.0,696.5829,489.5553,195109.7182,195259.7239,150.0057,0.2612,,,,,,,,,,0,0,0,1,0,0,1,0,0,0,0,0,195113.8822
Anonymous 17-11-22 21h53m,,,,,,,,600.0,195259.7239,195276.3574,16.6335,0.8215,76.6614,5159.0122,,357.8524,0,0,0,1,0,0,1,0,0,0,0,0,195263.9075
Anonymous 17-11-22 21h53m,488.0,749.64,482.8468,195276.3574,195459.6701,183.3128,0.3194,,,,,,,,,,0,0,0,1,0,0,1,0,0,0,0,0,195280.5085
Anonymous 17-11-22 21h53m,,,,,,,,601.0,195459.6701,195484.6539,24.9837,0.8772,52.5425,1964.9363,-2597.356,10.1247,0,0,0,1,0,0,1,0,0,0,0,0,195463.8504
Anonymous 17-11-22 21h53m,489.0,817.6934,487.7641,195484.6539,195659.6545,175.0007,0.2631,,,,,,,,,,0,0,0,1,0,0,1,0,0,0,0,0,195488.8204
Anonymous 17-11-22 21h53m,,,,,,,,602.0,195659.6545,195676.3147,16.6601,0.5719,38.0843,1392.0528,-78.9365,8.2759,0,0,0,1,0,0,1,0,0,0,0,0,195663.841
Anonymous 17-11-22 21h53m,490.0,856.02,482.76,195676.3147,195884.6104,208.2957,0.191,,,,,,,,,,0,0,0,1,0,0,1,0,0,0,0,0,195680.4937
Anonymous 17-11-22 21h53m,,,,,,,,603.0,195884.6104,195909.6227,25.0124,0.9874,59.1837,3367.6674,-2347.7505,1.1935,0,0,0,1,0,0,1,0,0,0,0,0,195888.7768
Anonymous 17-11-22 21h53m,491.0,916.5764,480.2708,195909.6227,196209.5996,299.9769,0.4075,,,,,,,,,,0,0,0,1,0,0,1,0,0,0,0,0,195913.8046
Anonymous 17-11-22 21h53m,,,,,,,,604.0,196209.5996,196242.9437,33.3441,4.4315,215.685,18439.1302,-17255.2113,170.9307,0,0,0,1,0,0,1,0,0,0,0,0,196213.7585
Anonymous 17-11-22 21h53m,,,,,,,,605.0,196251.2769,196284.5789,33.302,1.8154,77.3881,3524.7018,-4210.0639,205.8398,0,0,0,1,0,0,1,0,0,0,0,0,196255.4034
Anonymous 17-11-22 21h53m,492.0,628.5348,505.7965,196284.5789,196509.5416,224.9627,0.3615,,,,,,,,,,0,0,0,1,0,0,1,0,0,0,0,0,196288.7586
Anonymous 17-11-22 21h53m,,,,,,,,606.0,196509.5416,196534.5569,25.0153,2.1672,128.873,6695.0092,-8517.1766,357.546,0,0,0,1,0,0,1,0,0,0,0,0,196513.7091
Anonymous 17-11-22 21h53m,493.0,752.391,515.9391,196534.5569,196809.5518,274.9949,0.3004,,,,,,,,,,0,0,0,1,0,0,1,0,0,0,0,0,196538.7422
Anonymous 17-11-22 21h53m,,,,,,,,607.0,196809.5518,196834.5136,24.9618,1.3441,80.4249,4999.3221,-5148.2571,353.8534,0,0,0,1,0,0,1,0,0,0,0,0,196813.7094
Anonymous 17-11-22 21h53m,494.0,820.9183,506.814,196834.5136,197042.8164,208.3028,0.2514,,,,,,,,,,0,0,0,1,0,0,1,0,0,0,0,0,196838.674
Anonymous 17-11-22 21h53m,,,,,,,,608.0,197042.8164,197059.479,16.6625,0.6998,65.9718,4628.3161,-2955.6251,19.7672,0,0,0,1,0,0,1,0,0,0,0,0,197046.9849
Anonymous 17-11-22 21h53m,495.0,878.0161,500.3912,197059.479,197492.7951,433.3161,0.2822,,,,,,,,,,0,0,0,1,0,0,1,0,0,0,0,0,197063.6434
Anonymous 17-11-22 21h53m,,,,,,,,609.0,197492.7951,197501.1303,8.3353,,45.7375,2773.0877,,,0,0,0,1,0,0,1,0,0,0,0,0,197496.9913
Anonymous 17-11-22 21h53m,496.0,906.9621,470.8752,197501.1303,197792.7652,291.6349,0.2553,,,,,,,,,,0,0,0,1,0,0,1,0,0,0,0,0,197505.2694
Anonymous 17-11-22 21h53m,,,,,,,,610.0,197792.7652,197801.0834,8.3182,,61.1267,6507.6029,,,0,0,0,1,0,0,1,0,0,0,0,0,197796.9343
Anonymous 17-11-22 21h53m,,,,,,,,611.0,197809.3971,197834.4103,25.0132,3.0431,182.1048,13034.7092,-12210.5066,188.9525,0,0,0,1,0,0,1,0,0,0,0,0,197813.5617
Anonymous 17-11-22 21h53m,497.0,737.9082,476.7909,197834.4103,198026.0543,191.644,0.2833,,,,,,,,,,0,0,0,1,0,0,1,0,0,0,0,0,197838.5928
Anonymous 17-11-22 21h53m,,,,,,,,612.0,198026.0543,198051.0508,24.9965,1.817,110.9843,9268.6521,,201.2002,0,0,0,1,0,0,1,0,0,0,0,0,198030.2037
Anonymous 17-11-22 21h53m,498.0,646.6533,446.5297,198051.0508,198242.6837,191.6329,0.2639,,,,,,,,,,0,0,0,1,0,0,1,0,0,0,0,0,198055.2015
Anonymous 17-11-22 21h53m,,,,,,,,613.0,198242.6837,198251.029,8.3453,,46.8514,2695.2351,,,0,0,0,1,0,0,1,0,0,0,0,0,198246.8528
Anonymous 17-11-22 21h53m,499.0,681.1964,451.9821,198251.029,198484.3483,233.3194,0.1778,,,,,,,,,,0,0,0,1,0,0,1,0,0,0,0,0,198255.2052
Anonymous 17-11-22 21h53m,,,,,,,,614.0,198484.3483,198509.3503,25.0019,1.6685,99.341,5374.9001,-6902.2326,3.8845,0,0,0,1,0,0,1,0,0,0,0,0,198488.5165
Anonymous 17-11-22 21h53m,500.0,765.3933,457.4437,198509.3503,198659.3568,150.0066,0.3159,,,,,,,,,,0,0,0,1,0,0,1,0,0,0,0,0,198513.5196
Anonymous 17-11-22 21h53m,,,,,,,,615.0,198659.3568,198676.0059,16.649,0.8741,62.1905,4344.0383,-1892.2042,267.3057,0,0,0,1,0,0,1,0,0,0,0,0,198663.5005
Anonymous 17-11-22 21h53m,,,,,,,,616.0,198684.3454,198701.0196,16.6742,0.713,50.4702,3896.7702,,36.2095,0,0,0,1,0,0,1,0,0,0,0,0,198688.519
Anonymous 17-11-22 21h53m,501.0,806.6505,457.8412,198701.0196,198942.6662,241.6466,0.3003,,,,,,,,,,0,0,0,1,0,0,1,0,0,0,0,0,198705.2019
Anonymous 17-11-22 21h53m,,,,,,,,617.0,198942.6662,198975.9998,33.3336,1.365,58.9702,3922.54,-3117.412,342.929,0,0,0,1,0,0,1,0,0,0,0,0,198946.8049
Anonymous 17-11-22 21h53m,502.0,872.7954,444.2339,198975.9998,199234.237,258.2372,0.1885,,,,,,,,,,0,0,0,1,0,0,1,0,0,0,0,0,198988.4661
Anonymous 17-11-22 21h53m,,,,,,,,618.0,199234.237,199250.9178,16.6809,0.5781,50.3027,2531.1646,,96.1155,0,0,0,1,0,0,1,0,0,0,0,0,199238.4042
Anonymous 17-11-22 21h53m,,,,,,,,619.0,199259.2642,199284.2462,24.982,1.189,71.3245,4422.5885,-4772.7728,326.9969,0,0,0,1,0,0,1,0,0,0,0,0,199263.4311
Anonymous 17-11-22 21h53m,503.0,905.9167,443.8526,199284.2462,199609.2111,324.9649,0.2037,,,,,,,,,,0,0,0,1,0,0,1,0,0,0,0,0,199288.4259
Anonymous 17-11-22 21h53m,,,,,,,,620.0,199609.2111,199634.2115,25.0003,1.1453,68.8024,4560.5772,-3982.2457,354.8521,0,0,0,1,0,0,1,0,0,0,0,0,199613.3908
Anonymous 17-11-22 21h53m,504.0,962.7286,448.5571,199634.2115,199925.8289,291.6174,0.1916,,,,,,,,,,0,0,0,1,0,0,1,0,0,0,0,0,199638.3974
Anonymous 17-11-22 21h53m,,,,,,,,621.0,199925.8289,199992.5095,66.6806,6.7163,235.2001,10912.2732,-12268.1455,180.7008,0,0,0,1,0,0,1,0,0,0,0,0,199929.9932
Anonymous 17-11-22 21h53m,505.0,630.9497,453.2839,199992.5095,200300.8039,308.2944,0.3417,,,,,,,,,,0,0,0,1,0,0,1,0,0,0,0,0,199996.6573
Anonymous 17-11-22 21h53m,,,,,,,,622.0,200300.8039,200367.458,66.6541,0.59,90.9393,9020.7644,-5527.912,73.7798,0,0,0,1,0,0,1,0,0,0,0,0,200304.9537
Anonymous 17-11-22 21h53m,506.0,667.2923,470.0858,200367.458,200917.385,549.9271,0.396,,,,,,,,,,0,0,0,1,0,0,1,0,0,0,0,0,200371.6197
Anonymous 17-11-22 21h53m,,,,,,,,623.0,200917.385,200925.7325,8.3475,,33.5945,2997.5641,,,0,0,0,1,0,0,1,0,0,0,0,0,200921.5524
Anonymous 17-11-22 21h53m,507.0,699.5238,472.4405,200925.7325,201100.7037,174.9711,0.2063,,,,,,,,,,0,0,0,1,0,0,1,0,0,0,0,0,200929.9127
Anonymous 17-11-22 21h53m,,,,,,,,624.0,201100.7037,201109.0327,8.329,,35.4787,1171.4801,,,0,0,0,1,0,0,1,0,0,0,0,0,201104.8684
Anonymous 17-11-22 21h53m,508.0,740.5374,474.4172,201109.0327,201967.2994,858.2667,0.2942,,,,,,,,,,0,0,0,1,0,0,1,0,0,0,0,0,201113.197
Anonymous 17-11-22 21h53m,,,,,,,,625.0,201967.2994,202008.9316,41.6322,1.7507,104.8914,5692.0736,-6957.0891,356.9695,0,0,0,1,0,0,1,0,0,0,0,0,201971.4633
Anonymous 17-11-22 21h53m,509.0,831.9554,476.0862,202008.9316,202208.9424,200.0108,0.2147,,,,,,,,,,0,0,0,1,0,0,1,0,0,0,0,0,202013.0978
Anonymous 17-11-22 21h53m,,,,,,,,626.0,202208.9424,202217.2586,8.3162,,40.5581,4123.2564,,,0,0,0,1,0,0,1,0,0,0,0,0,202213.11
Anonymous 17-11-22 21h53m,510.0,806.5875,483.5625,202217.2586,202383.9503,166.6917,0.2192,,,,,,,,,,0,0,0,1,0,0,1,0,0,0,0,0,202221.4073
Anonymous 17-11-22 21h53m,,,,,,,,627.0,202383.9503,202400.581,16.6306,0.8232,72.0131,3299.7248,,337.9321,0,0,0,1,0,0,1,0,0,0,0,0,202388.1176
Anonymous 17-11-22 21h53m,511.0,866.0287,476.5545,202400.581,202658.874,258.2931,0.217,,,,,,,,,,0,0,0,1,0,0,1,0,0,0,0,0,202404.7352
Anonymous 17-11-22 21h53m,,,,,,,,628.0,202658.874,202675.5645,16.6904,0.502,42.3162,2134.4018,,10.6197,0,0,0,1,0,0,1,0,0,0,0,0,202663.0524
Anonymous 17-11-22 21h53m,512.0,910.3044,479.2112,202675.5645,202983.8377,308.2732,0.2577,,,,,,,,,,0,0,0,1,0,0,1,0,0,0,0,0,202679.7712
Anonymous 17-11-22 21h53m,,,,,,,,629.0,202983.8377,203042.1852,58.3476,4.7899,217.6995,8661.0331,-15719.4224,171.6877,0,0,0,1,0,0,1,0,0,0,0,0,202987.9897
Anonymous 17-11-22 21h53m,513.0,679.2352,495.1392,203042.1852,203283.806,241.6208,0.2793,,,,,,,,,,0,0,0,1,0,0,1,0,0,0,0,0,203046.3509
Anonymous 17-11-22 21h53m,,,,,,,,630.0,203283.806,203292.1212,8.3152,,42.3754,4612.5648,,,0,0,0,1,0,0,1,0,0,0,0,0,203287.9548
Anonymous 17-11-22 21h53m,,,,,,,,631.0,203450.4817,203475.4774,24.9957,2.5485,199.7391,6883.926,,195.66,0,0,0,1,0,0,1,0,0,0,0,0,203462.9802
Anonymous 17-11-22 21h53m,,,,,,,,632.0,203483.8114,203517.1392,33.3278,0.3775,90.0803,9402.8297,-6371.5168,22.3801,0,0,0,1,0,0,1,0,0,0,0,0,203487.9361
Anonymous 17-11-22 21h53m,514.0,742.2484,485.7584,203517.1392,203717.1521,200.0129,0.5244,,,,,,,,,,0,0,0,1,0,0,1,0,0,0,0,0,203521.3473
Anonymous 17-11-22 21h53m,,,,,,,,633.0,203717.1521,203725.4632,8.3111,,51.4933,3252.884,,,0,0,0,1,0,0,1,0,0,0,0,0,203721.2791
Anonymous 17-11-22 21h53m,,,,,,,,634.0,203775.4035,203800.42,25.0165,0.7957,48.5651,3225.1356,-64.2529,348.8351,0,0,0,1,0,0,1,0,0,0,0,0,203779.5721
Anonymous 17-11-22 21h53m,515.0,799.6707,516.955,203800.42,203942.0856,141.6656,0.2135,,,,,,,,,,0,0,0,1,0,0,1,0,0,0,0,0,203804.57
Anonymous 17-11-22 21h53m,,,,,,,,635.0,203942.0856,203958.7357,16.6502,0.6379,54.8507,4929.1515,-1801.279,322.2061,0,0,0,1,0,0,1,0,0,0,0,0,203946.253
Anonymous 17-11-22 21h53m,516.0,827.9544,509.7105,203958.7357,204158.6946,199.9589,0.3591,,,,,,,,,,0,0,0,1,0,0,1,0,0,0,0,0,203962.8825
Anonymous 17-11-22 21h53m,,,,,,,,636.0,204158.6946,204175.3584,16.6638,0.8571,78.8572,4617.6206,,13.8697,0,0,0,1,0,0,1,0,0,0,0,0,204162.8598
Anonymous 17-11-22 21h53m,517.0,886.248,513.1492,204175.3584,204483.662,308.3036,0.3019,,,,,,,,,,0,0,0,1,0,0,1,0,0,0,0,0,204179.5257
Anonymous 17-11-22 21h53m,,,,,,,,637.0,204483.662,204550.3202,66.6582,9.5953,251.0456,11392.0422,-22749.4727,328.0595,0,0,0,0,0,0,0,0,0,0,0,0,204487.825
Anonymous 17-11-22 21h53m,518.0,1300.0,249.7333,204550.3202,204675.3294,125.0091,0.1377,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,1,204554.488
Anonymous 17-11-22 21h53m,,,,,,,,638.0,204675.3294,204683.6691,8.3397,,31.1705,243.225,,,0,0,0,0,0,0,0,0,0,0,0,1,204679.5034
Anonymous 17-11-22 21h53m,519.0,1296.32,218.97,204683.6691,204891.96,208.2909,0.167,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,1,204687.8348
Anonymous 17-11-22 21h53m,,,,,,,,639.0,204891.96,204933.6442,41.6842,4.9582,160.9664,6618.0645,-7406.4951,355.3645,0,0,0,0,0,0,0,0,0,0,0,1,204896.1127
Anonymous 17-11-22 21h53m,520.0,1541.7679,201.7679,204933.6442,205050.2762,116.632,0.1946,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,1,204946.1605
Anonymous 17-11-22 21h53m,,,,,,,,640.0,205050.2762,205066.9864,16.7103,0.4442,50.5903,2445.0737,,4.6534,0,0,0,0,0,0,0,0,0,0,0,1,205054.4576
Anonymous 17-11-22 21h53m,,,,,,,,641.0,205091.9567,205108.6277,16.671,0.9481,55.287,5103.2753,,4.3511,0,0,0,0,0,0,0,0,0,0,0,1,205096.1278
Anonymous 17-11-22 21h53m,521.0,1635.1071,201.5476,205108.6277,205283.5966,174.9689,0.1911,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,1,205121.0881
Anonymous 17-11-22 21h53m,522.0,1658.852,215.163,205291.912,205441.926,150.014,0.2184,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,1,205296.0637
Anonymous 17-11-22 21h53m,,,,,,,,643.0,205441.926,205466.8896,24.9637,1.1518,99.4691,9513.6418,-4101.887,188.5308,0,0,0,0,0,0,0,0,0,0,0,1,205446.1052
Anonymous 17-11-22 21h53m,,,,,,,,644.0,205475.2306,205483.5697,8.3391,,44.284,2282.7941,,,0,0,0,0,0,0,0,0,0,0,0,1,205479.3971
Anonymous 17-11-22 21h53m,523.0,1573.4844,217.0129,205483.5697,205633.5439,149.9741,0.2037,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,1,205496.0609
Anonymous 17-11-22 21h53m,,,,,,,,645.0,205633.5439,205658.5443,25.0004,2.012,115.0555,7398.2215,-7012.9966,171.4109,0,0,0,0,0,0,0,0,0,0,0,1,205637.6972
Anonymous 17-11-22 21h53m,524.0,1460.25,232.5714,205658.5443,205891.8664,233.322,0.1715,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,1,205671.0624
Anonymous 17-11-22 21h53m,,,,,,,,646.0,205891.8664,205908.5038,16.6374,0.8821,64.931,4517.1214,-2982.9312,181.3479,0,0,0,0,0,0,0,0,0,0,0,1,205896.0296
Anonymous 17-11-22 21h53m,525.0,1385.3889,227.7917,205908.5038,206058.5014,149.9976,0.187,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,1,205912.6644
Anonymous 17-11-22 21h53m,,,,,,,,647.0,206058.5014,206083.5104,25.009,0.9604,56.2594,2025.7547,-2514.483,178.4518,0,0,0,0,0,0,0,0,0,0,0,1,206071.0089
Anonymous 17-11-22 21h53m,526.0,1311.0074,223.8824,206083.5104,206366.8138,283.3034,0.1367,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,1,206087.6758
Anonymous 17-11-22 21h53m,,,,,,,,648.0,206366.8138,206383.4925,16.6787,0.5152,39.8596,3240.8636,,183.4336,0,0,0,0,0,0,0,0,0,0,0,1,206370.9519
Anonymous 17-11-22 21h53m,,,,,,,,649.0,206400.1582,206408.4822,8.324,,50.5826,4089.2031,,,0,0,0,0,0,0,0,0,0,0,0,1,206404.3529
Anonymous 17-11-22 21h53m,,,,,,,,650.0,206433.5029,206458.439,24.9361,3.2915,192.7316,15268.387,-7207.1427,7.1694,0,0,0,0,0,0,0,0,0,0,0,1,206437.6078
Anonymous 17-11-22 21h53m,527.0,1448.8553,218.6316,206458.439,206616.7832,158.3441,0.1319,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,1,206470.9763
Anonymous 17-11-22 21h53m,,,,,,,,651.0,206616.7832,206625.1302,8.3471,,54.9271,4170.5124,,,0,0,0,0,0,0,0,0,0,0,0,1,206620.9502
Anonymous 17-11-22 21h53m,528.0,1475.3864,230.4659,206625.1302,206808.4159,183.2857,0.1883,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,1,206629.3103
Anonymous 17-11-22 21h53m,,,,,,,,652.0,206808.4159,206833.3989,24.983,3.027,172.5615,15047.5197,-2488.298,353.6165,0,0,0,0,0,0,0,0,0,0,0,1,206820.9149
Anonymous 17-11-22 21h53m,529.0,1633.9453,217.5367,206833.3989,207183.377,349.9781,0.2089,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,1,206845.9245
Anonymous 17-11-22 21h53m,,,,,,,,653.0,207183.377,207208.369,24.992,0.6272,36.55,897.7616,,155.556,0,0,0,0,0,0,0,0,0,0,0,1,207196.0735
Anonymous 17-11-22 21h53m,530.0,1595.3059,230.8689,207208.369,207450.0105,241.6416,0.1937,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,1,207220.9148
Anonymous 17-11-22 21h53m,,,,,,,,654.0,207450.0105,207500.0043,49.9938,0.7719,109.9893,8679.4473,-7852.8428,348.3885,0,0,0,0,0,0,0,0,0,0,0,1,207454.1636
Anonymous 17-11-22 21h53m,531.0,1647.2843,224.6765,207500.0043,207924.9598,424.9555,0.1951,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,1,207520.849
Anonymous 17-11-22 21h53m,,,,,,,,655.0,207924.9598,208041.6267,116.6669,29.6155,459.0113,38643.5982,-35377.2331,170.499,0,0,0,0,0,0,1,0,0,0,0,0,207929.1423
Anonymous 17-11-22 21h53m,,,,,,,,657.0,208349.8978,208416.5924,66.6946,16.1318,500.0877,9907.4234,-32426.5099,350.875,0,0,0,0,0,0,0,0,0,0,0,0,208354.0643
Anonymous 17-11-22 21h53m,532.0,1576.9992,289.8098,208416.5924,208541.548,124.9556,0.3,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,1,208420.7753
Anonymous 17-11-22 21h53m,,,,,,,,658.0,208541.548,208558.2397,16.6916,1.6749,107.8644,10663.2417,-290.5406,312.9904,0,0,0,0,0,0,0,0,0,0,0,1,208545.7093
Anonymous 17-11-22 21h53m,533.0,1662.0594,216.6786,208558.2397,208741.5554,183.3158,0.2904,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,1,208562.4087
Anonymous 17-11-22 21h53m,,,,,,,,659.0,208741.5554,208749.8786,8.3231,,40.4571,1404.8738,,,0,0,0,0,0,0,0,0,0,0,0,1,208745.6884
Anonymous 17-11-22 21h53m,534.0,1713.6356,221.8654,208749.8786,209658.0982,908.2196,0.4103,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,1,208754.0687
Anonymous 17-11-22 21h53m,,,,,,,,660.0,209658.0982,209666.4255,8.3273,,52.0806,4307.7337,,,0,0,0,0,0,0,0,0,0,0,0,1,209662.2593
Anonymous 17-11-22 21h53m,535.0,1713.9733,249.5824,209666.4255,209941.4121,274.9867,0.3593,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,1,209670.5916
Anonymous 17-11-22 21h53m,,,,,,,,661.0,209941.4121,210008.0879,66.6757,0.3093,83.2454,3094.2335,-5321.8118,146.0409,0,0,0,0,0,0,0,0,0,0,0,1,209953.891
Anonymous 17-11-22 21h53m,,,,,,,,662.0,210066.4245,210083.0824,16.6579,0.7596,49.835,4049.4718,-1205.7835,328.4957,0,0,0,0,0,0,0,0,0,0,0,1,210070.6033
Anonymous 17-11-22 21h53m,536.0,1740.771,246.1146,210083.0824,210391.3593,308.2769,0.2823,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,1,210087.2886
Anonymous 17-11-22 21h53m,,,,,,,,663.0,210391.3593,210424.7103,33.3509,1.8124,76.012,6679.4498,-3142.9274,161.5651,0,0,0,0,0,0,0,0,0,0,0,1,210395.5095
Anonymous 17-11-22 21h53m,,,,,,,,664.0,210433.0087,210449.6635,16.6549,2.4272,138.2035,9232.0509,,155.556,0,0,0,0,0,0,0,0,0,0,0,1,210437.1708
Anonymous 17-11-22 21h53m,,,,,,,,665.0,210457.9994,210466.3482,8.3488,,55.5831,4265.7971,,,0,0,0,0,0,0,0,0,0,0,0,1,210462.1686
Anonymous 17-11-22 21h53m,537.0,1565.0618,254.4797,210466.3482,210658.0064,191.6582,0.3596,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,1,210470.5278
Anonymous 17-11-22 21h53m,,,,,,,,666.0,210658.0064,210683.0028,24.9964,0.9972,85.0368,3417.036,,138.8141,0,0,0,0,0,0,0,0,0,0,0,1,210662.1737
Anonymous 17-11-22 21h53m,,,,,,,,667.0,210733.0222,210758.0149,24.9927,0.9977,73.1556,7422.4828,-2933.6633,288.8119,0,0,0,0,0,0,0,0,0,0,0,1,210737.1957
Anonymous 17-11-22 21h53m,538.0,1544.0144,282.0912,210758.0149,210974.6051,216.5902,0.2699,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,1,210770.5225
Anonymous 17-11-22 21h53m,,,,,,,,668.0,210974.6051,210999.6179,25.0128,1.9752,114.287,9754.5515,-5621.1191,181.5074,0,0,0,0,0,0,0,0,0,0,0,1,210978.7707
Anonymous 17-11-22 21h53m,539.0,1415.7273,286.4718,210999.6179,211157.9279,158.31,0.2826,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,1,211003.7673
Anonymous 17-11-22 21h53m,,,,,,,,669.0,211157.9279,211191.2905,33.3626,5.1096,249.6148,14477.9552,-11481.3406,347.0404,0,0,0,0,0,0,0,0,0,0,0,1,211162.089
Anonymous 17-11-22 21h53m,540.0,1678.8771,223.1813,211191.2905,211332.9225,141.632,0.2659,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,1,211195.4684
Anonymous 17-11-22 21h53m,,,,,,,,670.0,211332.9225,211366.2419,33.3194,7.5648,412.9918,30076.737,-34616.6417,178.2691,0,0,0,0,0,0,0,0,0,0,0,1,211337.1056
Anonymous 17-11-22 21h53m,541.0,1313.4489,229.1225,211366.2419,211582.8863,216.6444,0.2541,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,1,211370.4212
Anonymous 17-11-22 21h53m,,,,,,,,671.0,211582.8863,211632.8996,50.0133,6.8048,209.0389,12457.1174,-11523.4984,358.4425,0,0,0,0,0,0,0,0,0,0,0,1,211587.0565
Anonymous 17-11-22 21h53m,,,,,,,,672.0,211641.2301,211657.9109,16.6809,0.4462,73.7718,6194.5287,-4589.6037,84.6855,0,0,0,0,0,0,0,0,0,0,0,1,211645.4044
Anonymous 17-11-22 21h53m,,,,,,,,673.0,211666.224,211774.516,108.292,1.6695,92.3273,5045.7794,-3748.2091,296.7229,0,0,0,0,0,0,0,0,0,0,0,1,211670.3619
Anonymous 17-11-22 21h53m,542.0,1652.4098,219.3465,211774.516,211974.5706,200.0546,0.3482,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,1,211778.6832
Anonymous 17-11-22 21h53m,543.0,1703.4558,217.1498,211982.8959,212232.8455,249.9496,0.361,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,1,211987.0578
Anonymous 17-11-22 21h53m,,,,,,,,675.0,212232.8455,212241.1773,8.3318,,32.9085,2907.3243,,,0,0,0,0,0,0,0,0,0,0,0,1,212237.0161
Anonymous 17-11-22 21h53m,,,,,,,,676.0,212291.1427,212307.8188,16.6761,0.8361,73.2559,6687.208,-32.4951,190.0493,0,0,0,0,0,0,0,0,0,0,0,1,212295.2929
Anonymous 17-11-22 21h53m,544.0,1598.9424,243.5724,212307.8188,212624.4514,316.6326,0.377,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,1,212311.9854
Anonymous 17-11-22 21h53m,,,,,,,,677.0,212624.4514,212641.0934,16.642,0.782,58.2025,4144.5653,,1.5275,0,0,0,0,0,0,0,0,0,0,0,1,212628.6178
Anonymous 17-11-22 21h53m,545.0,1655.9567,241.4448,212641.0934,212841.066,199.9726,0.2208,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,1,212645.2604
Anonymous 17-11-22 21h53m,,,,,,,,678.0,212841.066,212857.7435,16.6775,0.505,41.5779,3279.4189,-1320.4355,8.2971,0,0,0,0,0,0,0,0,0,0,0,1,212845.2325
